storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step
WP171979,MAC,1979,0,1,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP171979,MAC,1979,1,2,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP171979,MAC,1979,2,3,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP171979,MAC,1979,3,4,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP171979,MAC,1979,4,5,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP171979,MAC,1979,5,6,0,0.0,0,0.0,0.0,0.0,1,1,0,0.05046359558817105
WP171979,MAC,1979,6,7,0,0.0,0,0.0,0.0,0.0,1,1,0,0.07964209773346503
WP171979,MAC,1979,7,8,0,0.0,0,0.0,0.0,0.0,1,1,0,0.23028752726303436
WP171979,MAC,1979,8,9,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,9,10,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,10,11,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,11,12,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,12,13,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,13,14,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,14,15,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,15,16,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,16,17,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,17,18,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,18,19,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,19,20,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,20,21,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,21,22,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,22,23,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,23,24,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
WP171979,MAC,1979,24,25,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2914928411050292
