storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step
WP051963,TRIX,1963,0,1,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP051963,TRIX,1963,1,2,0,0.0,0,0.0,0.0,0.0,1,1,0,0.028779740699681134
WP051963,TRIX,1963,2,3,0,0.0,0,0.0,0.0,0.0,1,1,0,0.04779309878208423
WP051963,TRIX,1963,3,4,0,0.0,0,0.0,0.0,0.0,1,1,0,0.06195409855506944
WP051963,TRIX,1963,4,5,0,0.0,0,0.0,0.0,0.0,1,1,0,0.06195409855506944
WP051963,TRIX,1963,5,6,0,0.0,0,0.0,0.0,0.0,1,1,0,0.06195409855506944
WP051963,TRIX,1963,6,7,0,0.0,0,0.0,0.0,0.0,1,1,0,0.09207452137509473
WP051963,TRIX,1963,7,8,0,0.0,0,0.0,0.0,0.0,1,1,0,0.32220526744569833
WP051963,TRIX,1963,8,9,0,0.0,0,0.0,0.0,0.0,1,1,0,0.32220526744569833
WP051963,TRIX,1963,9,10,0,0.0,0,0.0,0.0,0.0,1,1,0,0.32220526744569833
WP051963,TRIX,1963,10,11,0,0.0,0,0.0,0.0,0.0,1,1,0,0.32220526744569833
WP051963,TRIX,1963,11,12,0,0.0,0,0.0,0.0,0.0,1,1,0,0.32220526744569833
WP051963,TRIX,1963,12,13,0,0.0,0,0.0,0.0,0.0,1,1,0,0.32220526744569833
WP051963,TRIX,1963,13,14,0,0.0,0,0.0,0.0,0.0,1,1,0,0.32220526744569833
WP051963,TRIX,1963,14,15,0,0.0,0,0.0,0.0,0.0,1,1,0,0.32220526744569833
WP051963,TRIX,1963,15,16,0,0.0,0,0.0,0.0,0.0,1,1,0,0.32220526744569833
WP051963,TRIX,1963,16,17,0,0.0,0,0.0,0.0,0.0,1,1,0,0.32220526744569833
WP051963,TRIX,1963,17,18,0,0.0,0,0.0,0.0,0.0,1,1,0,0.32220526744569833
