storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,max_line_hazard_this_step
WP061946,INGRID,1946,0,1,0,0.0,0,0.0,0.0,0.0,1,0.0
WP061946,INGRID,1946,1,2,0,0.0,0,0.0,0.0,0.0,1,0.0
WP061946,INGRID,1946,2,3,0,0.0,0,0.0,0.0,0.0,1,0.0
WP061946,INGRID,1946,3,4,0,0.0,0,0.0,0.0,0.0,1,0.0
WP061946,INGRID,1946,4,5,0,0.0,0,0.0,0.0,0.0,1,0.07671219525991228
WP061946,INGRID,1946,5,6,0,0.0,0,0.0,0.0,0.0,1,0.16430108628172846
WP061946,INGRID,1946,6,7,0,0.0,0,0.0,0.0,0.0,1,0.5215295277757142
WP061946,INGRID,1946,7,8,0,0.0,0,0.0,0.0,0.0,1,0.5254463842765082
WP061946,INGRID,1946,8,9,0,0.0,0,0.0,0.0,0.0,1,0.5254463842765082
WP061946,INGRID,1946,9,10,0,0.0,0,0.0,0.0,0.0,1,0.5254463842765082
WP061946,INGRID,1946,10,11,0,0.0,0,0.0,0.0,0.0,1,0.5254463842765082
WP061946,INGRID,1946,11,12,0,0.0,0,0.0,0.0,0.0,1,0.5254463842765082
