storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_failed_lines_new,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step,mean_line_p_fail_this_step,max_line_p_fail_this_step
WP031964,WINNIE,1964,0,1,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP031964,WINNIE,1964,1,2,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP031964,WINNIE,1964,2,3,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP031964,WINNIE,1964,3,4,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.11738613325051725,5.997394362955025e-05,0.00041490350157863995
WP031964,WINNIE,1964,4,5,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.3092193082985881,0.00023630537802344831,0.012944536168045247
WP031964,WINNIE,1964,5,6,3,0.012711864406779662,3,2,0.010416666666666666,487412.2877216339,0.0031536430448750744,3,1,2,0.41154535655960917,0.01036728682471477,0.07640795984754901
WP031964,WINNIE,1964,6,7,5,0.0211864406779661,2,2,0.010416666666666666,487412.2877216339,0.0031536430448750744,3,1,2,0.41154535655960917,0.010371660237949318,0.07640795984754901
WP031964,WINNIE,1964,7,8,7,0.029661016949152543,2,2,0.010416666666666666,487412.2877216339,0.0031536430448750744,3,1,2,0.41154535655960917,0.010371660237949318,0.07640795984754901
WP031964,WINNIE,1964,8,9,7,0.029661016949152543,0,2,0.010416666666666666,487412.2877216339,0.0031536430448750744,3,1,2,0.41154535655960917,0.010371660237949318,0.07640795984754901
WP031964,WINNIE,1964,9,10,8,0.03389830508474576,1,3,0.015625,1691973.3228616714,0.01094736434877131,4,1,3,0.41154535655960917,0.010371660237949318,0.07640795984754901
