storm_id,storm_name,year,peak_t,peak_affected_population_proxy,peak_affected_population_share_proxy,peak_n_unserved_buses,peak_unserved_bus_share,peak_n_failed_lines_cumulative,peak_failed_line_share_cumulative,final_affected_population_proxy,final_n_unserved_buses,final_n_failed_lines_cumulative,n_timesteps,peak_affected_population_proxy_norm,peak_n_failed_lines_norm,peak_n_unserved_buses_norm,grid_impact_index_v5r_stoch,rank_index
WP092014,RAMMASUN,2014,8,14821213.212600112,0.0958958506832332,10,0.0520833333333333,22,0.0932203389830508,14821213.212600112,10,22,9,0.3362028071950646,0.4489795918367347,0.2941176470588235,0.3580842293350459,11
WP271990,MIKE,1990,5,15842940.962872269,0.1025066085458701,16,0.0833333333333333,13,0.0550847457627118,15842940.962872269,16,13,8,0.3593795696438071,0.2653061224489796,0.4705882352941176,0.3525425076926468,12
WP302000,XANGSANE,2000,16,14715042.978620172,0.0952089106359711,9,0.046875,21,0.0889830508474576,14715042.978620172,9,21,18,0.3337944530210441,0.4285714285714285,0.2647058823529412,0.3471254113084248,13
WP021966,IRMA,1966,22,14206855.160702154,0.091920846264515,9,0.046875,19,0.0805084745762711,14206855.160702154,9,19,27,0.3222667751909241,0.3877551020408163,0.2647058823529412,0.3300047229776998,14
WP171970,JOAN,1970,8,12044643.600361228,0.0779309579900693,10,0.0520833333333333,23,0.097457627118644,12044643.600361228,10,23,12,0.2732194005996027,0.4693877551020408,0.2941176470588235,0.3253962261940954,15
WP311967,EMMA,1967,9,12205710.397006392,0.0789730884323992,10,0.0520833333333333,22,0.0932203389830508,12205710.397006392,10,22,11,0.2768730224995957,0.4489795918367347,0.2941176470588235,0.3224863585177646,16
WP302019,PHANFONE,2019,14,14405440.3363785,0.0932057272038414,12,0.0625,12,0.0508474576271186,14405440.3363785,12,12,16,0.3267714599675356,0.2448979591836734,0.3529411764705882,0.3102285422470279,17
WP271947,JEAN,1947,9,13713655.78657949,0.0887297597549624,10,0.0520833333333333,14,0.059322033898305,13713655.78657949,10,14,11,0.3110790936085607,0.2857142857142857,0.2941176470588235,0.3021936746525314,18
WP211959,FREDA,1959,12,14457033.983810872,0.0935395471576744,10,0.0520833333333333,11,0.0466101694915254,14457033.983810872,10,11,13,0.3279418047194382,0.2244897959183673,0.2941176470588235,0.2970051788700783,19
WP281995,ZACK,1995,9,12842394.047585247,0.0830925433928379,12,0.0625,13,0.0550847457627118,12842394.047585247,12,13,10,0.2913154859841528,0.2653061224489796,0.3529411764705882,0.2940569986733248,20
WP381994,AXEL,1994,16,13161679.108227178,0.0851583737713305,10,0.0520833333333333,9,0.0381355932203389,13161679.108227178,10,9,17,0.2985581139757673,0.1836734693877551,0.2941176470588235,0.2691708827912227,21
WP361964,LOUISE:MARGE,1964,12,9826932.839675426,0.0635819801490026,11,0.0572916666666666,17,0.0720338983050847,9826932.839675426,11,17,20,0.2229130881139687,0.3469387755102041,0.3235294117647059,0.2690119585106381,22
WP282021,RAI,2021,7,9437432.913905382,0.0610618472700679,11,0.0572916666666666,17,0.0720338983050847,9437432.913905382,11,17,9,0.2140777136700715,0.3469387755102041,0.3235294117647059,0.2637107338442998,23
WP021982,NELSON,1982,12,8470064.52486825,0.0548028040149638,12,0.0625,18,0.0762711864406779,8470064.52486825,12,18,18,0.1921340331278094,0.3673469387755102,0.3529411764705882,0.2600583310411514,24
WP191977,KIM,1977,16,6679308.167941034,0.0432162960988674,6,0.03125,27,0.1144067796610169,6679308.167941034,6,27,19,0.1515127084383094,0.5510204081632653,0.1764705882352941,0.2551333153390961,25
WP011972,KIT,1972,9,9906063.96543722,0.0640939724205932,12,0.0625,13,0.0550847457627118,9906063.96543722,12,13,16,0.2247080900639442,0.2653061224489796,0.3529411764705882,0.2540925611211996,26
WP271984,AGNES,1984,6,13161679.108227178,0.0851583737713305,10,0.0520833333333333,6,0.0254237288135593,13161679.108227178,10,6,7,0.2985581139757673,0.1224489795918367,0.2941176470588235,0.2538647603422431,27
