storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_failed_lines_new,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step,mean_line_p_fail_this_step,max_line_p_fail_this_step
WP171954,RUBY,1954,0,1,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP171954,RUBY,1954,1,2,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP171954,RUBY,1954,2,3,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP171954,RUBY,1954,3,4,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.07910547037933818,5.578445830935199e-05,0.00020834610370665217
WP171954,RUBY,1954,4,5,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.07910547037933818,5.5878814893792435e-05,0.00020834610370665217
WP171954,RUBY,1954,5,6,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.1257647359895994,8.6302253408772e-05,0.00048240947177358097
WP171954,RUBY,1954,6,7,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.380885276017566,0.0016697622749194422,0.04547439571112046
WP171954,RUBY,1954,7,8,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.380885276017566,0.0018026355920918577,0.04547439571112046
WP171954,RUBY,1954,8,9,1,0.00423728813559322,1,0,0.0,0.0,0.0,1,1,0,0.380885276017566,0.0018027540903589377,0.04547439571112046
WP171954,RUBY,1954,9,10,2,0.00847457627118644,1,0,0.0,0.0,0.0,2,2,0,0.380885276017566,0.0018027540903589377,0.04547439571112046
WP171954,RUBY,1954,10,11,2,0.00847457627118644,0,0,0.0,0.0,0.0,2,2,0,0.380885276017566,0.0018027540903589377,0.04547439571112046
WP171954,RUBY,1954,11,12,3,0.012711864406779662,1,0,0.0,0.0,0.0,3,3,0,0.380885276017566,0.0018027540903589377,0.04547439571112046
WP171954,RUBY,1954,12,13,5,0.0211864406779661,2,0,0.0,0.0,0.0,3,3,0,0.380885276017566,0.0018027540903589377,0.04547439571112046
WP171954,RUBY,1954,13,14,5,0.0211864406779661,0,0,0.0,0.0,0.0,3,3,0,0.380885276017566,0.0018027540903589377,0.04547439571112046
WP171954,RUBY,1954,14,15,5,0.0211864406779661,0,0,0.0,0.0,0.0,3,3,0,0.380885276017566,0.0018027540903589377,0.04547439571112046
