storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step
WP201998,BABS,1998,0,1,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP201998,BABS,1998,1,2,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP201998,BABS,1998,2,3,0,0.0,0,0.0,0.0,0.0,1,1,0,0.08674647171403259
WP201998,BABS,1998,3,4,0,0.0,0,0.0,0.0,0.0,1,1,0,0.11491220787798706
WP201998,BABS,1998,4,5,0,0.0,0,0.0,0.0,0.0,1,1,0,0.16726574033233246
WP201998,BABS,1998,5,6,0,0.0,0,0.0,0.0,0.0,1,1,0,0.33397093559113383
WP201998,BABS,1998,6,7,5,0.0211864406779661,1,0.005208333333333333,2284200.2112720013,0.01477917625559359,4,3,1,0.6996512674791487
WP201998,BABS,1998,7,8,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,8,9,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,9,10,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,10,11,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,11,12,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,12,13,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,13,14,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,14,15,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,15,16,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,16,17,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,17,18,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,18,19,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,19,20,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,20,21,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,21,22,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,22,23,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,23,24,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
WP201998,BABS,1998,24,25,6,0.025423728813559324,2,0.010416666666666666,3736895.010746956,0.024178366563464525,5,3,2,0.6996512674791487
