storm_id,storm_name,year,grid_impact_index_v5r,grid_impact_index_v5r_stoch,rank_v5r_det,rank_v5r_stoch,rank_shift,abs_rank_shift
WP061988,WARREN,1988,0.0,0.0,50.0,221.0,-171.0,171.0
WP131990,YANCY,1990,0.0,0.0,50.0,221.0,-171.0,171.0
WP071990,PERCY,1990,0.0,0.0,50.0,221.0,-171.0,171.0
WP061990,OFELIA,1990,0.0,0.0,50.0,221.0,-171.0,171.0
WP031990,MARIAN,1990,0.0,0.0,50.0,221.0,-171.0,171.0
WP331989,HUNT,1989,0.0,0.0204081632653061,50.0,137.0,-87.0,87.0
WP301989,ELSIE,1989,0.0,0.0153061224489795,50.0,145.0,-95.0,95.0
WP291989,DAN,1989,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP221989,SARAH,1989,0.0,0.0,50.0,221.0,-171.0,171.0
WP081989,GORDON,1989,0.0,0.0681985636986896,50.0,91.0,-41.0,41.0
WP031989,BRENDA,1989,0.0,0.0,50.0,221.0,-171.0,171.0
WP231988,RUBY,1988,0.0,0.1542830220231551,50.0,40.0,10.0,10.0
WP221988,PAT,1988,0.0,0.0,50.0,221.0,-171.0,171.0
WP201988,NELSON,1988,0.0,0.0,50.0,221.0,-171.0,171.0
WP161990,BECKY,1990,0.0,0.0,50.0,221.0,-171.0,171.0
WP112017,NESAT,2017,0.0,0.0,50.0,221.0,-171.0,171.0
WP292016,TOKAGE,2016,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP252016,HAIMA,2016,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP242016,SARIKA,2016,0.0,0.0204081632653061,50.0,137.0,-87.0,87.0
WP202016,MEGI,2016,0.0,0.0,50.0,221.0,-171.0,171.0
WP182016,MALAKAS,2016,0.0,0.0,50.0,221.0,-171.0,171.0
WP162016,MERANTI,2016,0.0,0.0,50.0,221.0,-171.0,171.0
WP062016,NIDA,2016,0.0,0.0,50.0,221.0,-171.0,171.0
WP022016,NEPARTAK,2016,0.0,0.0,50.0,221.0,-171.0,171.0
WP282015,MELOR,2015,0.0,0.1471182850333076,50.0,42.0,8.0,8.0
WP162015,GONI,2015,0.0,0.0,50.0,221.0,-171.0,171.0
WP132015,SOUDELOR,2015,0.0,0.0,50.0,221.0,-171.0,171.0
WP062015,NOUL,2015,0.0,0.0,50.0,221.0,-171.0,171.0
WP092003,IMBUDO,2003,0.0,0.0698376384232291,50.0,86.0,-36.0,36.0
WP012015,MEKKHALA,2015,0.0,0.0,50.0,221.0,-171.0,171.0
WP222014,HAGUPIT,2014,0.0,0.1405053556563247,50.0,45.0,5.0,5.0
WP152014,KALMAEGI,2014,0.0,0.0,50.0,221.0,-171.0,171.0
WP102014,MATMO,2014,0.0,0.0,50.0,221.0,-171.0,171.0
WP292013,KROSA,2013,0.0,0.010204081632653,50.0,149.0,-99.0,99.0
WP242013,NARI,2013,0.0,0.0358100326246775,50.0,122.0,-72.0,72.0
WP172013,USAGI,2013,0.0,0.0,50.0,221.0,-171.0,171.0
WP182012,JELAWAT,2012,0.0,0.0,50.0,221.0,-171.0,171.0
WP152012,TEMBIN,2012,0.0,0.0640751831235587,50.0,94.0,-44.0,44.0
WP142012,KAI-TAK,2012,0.0,0.0,50.0,221.0,-171.0,171.0
WP102012,SAOLA,2012,0.0,0.0,50.0,221.0,-171.0,171.0
WP052012,GUCHOL,2012,0.0,0.0,50.0,221.0,-171.0,171.0
WP042012,MAWAR,2012,0.0,0.019277246775847,50.0,142.0,-92.0,92.0
WP042015,MAYSAK,2015,0.0,0.0,50.0,221.0,-171.0,171.0
WP251948,BEVERLY,1948,0.0,0.0,50.0,221.0,-171.0,171.0
WP221948,RITA,1948,0.0,0.0,50.0,221.0,-171.0,171.0
WP151948,JACKIE,1948,0.0,0.0,50.0,221.0,-171.0,171.0
WP131948,HAZEL,1948,0.0,0.0,50.0,221.0,-171.0,171.0
WP121948,GERTRUDE,1948,0.0,0.0,50.0,221.0,-171.0,171.0
WP071948,ROSE,1948,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP061948,PEARL,1948,0.0,0.0,50.0,221.0,-171.0,171.0
WP271947,JEAN,1947,0.0,0.3021936746525314,50.0,18.0,32.0,32.0
WP231947,FLORA,1947,0.0,0.0204081632653061,50.0,137.0,-87.0,87.0
WP211947,DORA,1947,0.0,0.0946281447119928,50.0,68.0,-18.0,18.0
WP201947,CATHY,1947,0.0,0.0948467587068528,50.0,67.0,-17.0,17.0
WP161947,PAULINE,1947,0.0,0.0204081632653061,50.0,137.0,-87.0,87.0
WP141947,NANETTE,1947,0.0,0.0,50.0,221.0,-171.0,171.0
WP152017,HATO,2017,0.0,0.0,50.0,221.0,-171.0,171.0
WP012024,EWINIAR,2024,0.0,0.0422980958573417,50.0,117.0,-67.0,67.0
WP101945,QUEENIE,1945,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP142023,KOINU,2023,0.0,0.0363663912944419,50.0,121.0,-71.0,71.0
WP102023,HAIKUI,2023,0.0,0.0,50.0,221.0,-171.0,171.0
WP092023,SAOLA,2023,0.0,0.0,50.0,221.0,-171.0,171.0
