storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_failed_lines_new,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step,mean_line_p_fail_this_step,max_line_p_fail_this_step
WP091987,BETTY,1987,0,1,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP091987,BETTY,1987,1,2,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0980197750509952,5.472499961071979e-05,0.00029282455504973964
WP091987,BETTY,1987,2,3,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.23489026382964662,0.00011026048243255909,0.0034292612988720494
WP091987,BETTY,1987,3,4,3,0.012711864406779662,3,2,0.010416666666666666,2229827.26023674,0.014427373719668162,4,2,2,0.701613207537017,0.006518153514123305,0.9387185052550158
WP091987,BETTY,1987,4,5,3,0.012711864406779662,0,2,0.010416666666666666,2229827.26023674,0.014427373719668162,4,2,2,0.701613207537017,0.00653038922824055,0.9387185052550158
WP091987,BETTY,1987,5,6,3,0.012711864406779662,0,2,0.010416666666666666,2229827.26023674,0.014427373719668162,4,2,2,0.701613207537017,0.00675645618275746,0.9387185052550158
WP091987,BETTY,1987,6,7,4,0.01694915254237288,1,2,0.010416666666666666,2229827.26023674,0.014427373719668162,5,3,2,0.701613207537017,0.016435370400579657,0.9387185052550158
WP091987,BETTY,1987,7,8,6,0.025423728813559324,2,2,0.010416666666666666,2229827.26023674,0.014427373719668162,5,3,2,0.701613207537017,0.016435745478268066,0.9387185052550158
WP091987,BETTY,1987,8,9,7,0.029661016949152543,1,2,0.010416666666666666,2229827.26023674,0.014427373719668162,6,4,2,0.701613207537017,0.016435745478268066,0.9387185052550158
WP091987,BETTY,1987,9,10,9,0.038135593220338986,2,2,0.010416666666666666,2229827.26023674,0.014427373719668162,7,5,2,0.701613207537017,0.016435745478268066,0.9387185052550158
