storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step
WP031951,IRIS,1951,0,1,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP031951,IRIS,1951,1,2,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0894309284724469
WP031951,IRIS,1951,2,3,0,0.0,0,0.0,0.0,0.0,1,1,0,0.36205134770738673
WP031951,IRIS,1951,3,4,0,0.0,0,0.0,0.0,0.0,1,1,0,0.4608296244373128
WP031951,IRIS,1951,4,5,0,0.0,0,0.0,0.0,0.0,1,1,0,0.4608296244373128
WP031951,IRIS,1951,5,6,0,0.0,0,0.0,0.0,0.0,1,1,0,0.4608296244373128
WP031951,IRIS,1951,6,7,0,0.0,0,0.0,0.0,0.0,1,1,0,0.4608296244373128
WP031951,IRIS,1951,7,8,0,0.0,0,0.0,0.0,0.0,1,1,0,0.4608296244373128
WP031951,IRIS,1951,8,9,0,0.0,0,0.0,0.0,0.0,1,1,0,0.4608296244373128
WP031951,IRIS,1951,9,10,0,0.0,0,0.0,0.0,0.0,1,1,0,0.4608296244373128
WP031951,IRIS,1951,10,11,0,0.0,0,0.0,0.0,0.0,1,1,0,0.4608296244373128
WP031951,IRIS,1951,11,12,0,0.0,0,0.0,0.0,0.0,1,1,0,0.4608296244373128
WP031951,IRIS,1951,12,13,0,0.0,0,0.0,0.0,0.0,1,1,0,0.4608296244373128
WP031951,IRIS,1951,13,14,0,0.0,0,0.0,0.0,0.0,1,1,0,0.4608296244373128
WP031951,IRIS,1951,14,15,0,0.0,0,0.0,0.0,0.0,1,1,0,0.4608296244373128
WP031951,IRIS,1951,15,16,0,0.0,0,0.0,0.0,0.0,1,1,0,0.4608296244373128
WP031951,IRIS,1951,16,17,0,0.0,0,0.0,0.0,0.0,1,1,0,0.4608296244373128
WP031951,IRIS,1951,17,18,0,0.0,0,0.0,0.0,0.0,1,1,0,0.4608296244373128
