storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,max_line_hazard_this_step
WP051985,HAL,1985,0,1,0,0.0,0,0.0,0.0,0.0,1,0.0
WP051985,HAL,1985,1,2,0,0.0,0,0.0,0.0,0.0,1,0.0
WP051985,HAL,1985,2,3,0,0.0,0,0.0,0.0,0.0,1,0.0
WP051985,HAL,1985,3,4,0,0.0,0,0.0,0.0,0.0,1,0.0
WP051985,HAL,1985,4,5,0,0.0,0,0.0,0.0,0.0,1,0.07076496560958576
WP051985,HAL,1985,5,6,0,0.0,0,0.0,0.0,0.0,1,0.20077032854673493
WP051985,HAL,1985,6,7,0,0.0,0,0.0,0.0,0.0,1,0.20077032854673493
WP051985,HAL,1985,7,8,0,0.0,0,0.0,0.0,0.0,1,0.20077032854673493
WP051985,HAL,1985,8,9,0,0.0,0,0.0,0.0,0.0,1,0.20077032854673493
WP051985,HAL,1985,9,10,0,0.0,0,0.0,0.0,0.0,1,0.20077032854673493
WP051985,HAL,1985,10,11,0,0.0,0,0.0,0.0,0.0,1,0.20077032854673493
WP051985,HAL,1985,11,12,0,0.0,0,0.0,0.0,0.0,1,0.20077032854673493
